,city,date,id,rating,state,text,username
662,Tallahassee,2015-10-25,ZhZRhaLAifXSZvPbz2rxIA,5, FL,"I have been to the Blue Duck three times now, twice for dinner and once again for brunch. All experiences were wonderful. The menu is seasonal and perfectly prepared. There was always something slightly different than the way I usually prepare these ingredients and I learned from the experience. Service is professional; attentive but not intrusive.",Russell S.
663,Marietta,2017-06-21,gxKdFgomxmSVTtPm4xivzA,5, GA,Had a great time there.  The service was exceptional. The food was great and the drinks were better. We sat at the bar like we usually do. Everyone behind the bar was very personable and knowledgeable but Rob stood out.  Very friendly and he poured a great drink no matter what we ordered. We will be back next time we are in town,Lew S.
664,Los Angeles,2016-11-05,7TVBeY1jv-zVFRiK-vQt_w,5, CA,"This is my go to place when I have friends visiting town and they want somewhere nice to eat. I'll run down a few things on the menu.Bone marrow. Must get. Comes with toasted bread and roasted garlic to spread with your marrow. Only negative I have to say is sometimes it's a coin toss how much marrow you're going to get in your pieces of bone. I wished they tried to be a little more consistent because there have been times I've only received very shallow pieces and have been a little disappointed.Oysters. Only had them once here but they were nice fat oyster, just clean taste. Tobasco does not come with the oysters but they provide it if you ask.Braised beef rib. Fantastic, highly recommend. However, it did not seem to be on the menu last time I was there. The meat is tender and flavorful and everyone that I've had try it has loved it. I hope they bring this menu item back.BDT fries. Love these extra thick cut fries. They come with a creamy sauce and I highly recommend!Crab cakes. Among my favorite crab cakes in the city. A bit on the pricey end but the crab cake patties are a good healthy size so I don't feel jipped. Depending on how hungry I am and how many sides we plan to order I'll alternate between getting one or two.Apple pie. These mini Apple pies are fantastic but I usually don't have room after dinner for dessert. I love to take the Apple pie and ice cream to go and have it later (their ice cream is fantastic so you must get it with the pie!). Just pop the Apple pie in the oven to warm it up and it's as good as in the restaurant!",Elaine D.
665,New York,2015-07-14,dwPWhzAjXVkldU25_I6pqQ,5, NY,"Of all restaurants in DC, this is the restaurant I would recommended. Super easy to get a reservation, and the restaurant itself is super ~~fAnCy~~!! Would definitely come with a hot date who will pay your bills. Because its expensive, and I want to order the whole menu. Here's a review by food -  - Fois Grais: After reading the controversy around this I would never order this again, but in fairness, this dish was super delicious- Farm Fresh Vegetables - oddly my favorite dish of the night. Super fresh and delicious vegetables over perfectly cooked quinoa. - Asparagus - Great, nothing special- Mushrooms - Close second for vegetable favorite, prepared really nicely. - Crab Cakes - The dressing was really light and fresh, would recommend pairing a single crab cake with a vegetable for a meal. - Duck - Obviously really good, the best part was the sweet dressing over the duck. - (and the bread to start was really good, but that may be because I hadn't eaten carbs in so many days it could have been terrible and I would have loved it...., but I bet it still was good). - Apple Pie - AMAZE, the two other people at my party didn't like it as much, said it was a little dry. Again, maybe it was the fact that I hadn't eaten carbs in so many moons I was over the moon about it, but paired with ice cream, the apples were so sweet and the crust was cinnamon-y and flaky. Overall, if I go back to DC, this is where I'm making my reservation. FYI - I just saw it was rated by zagat as having the top 10 best fries in the US, didn't try them but they must be good??",Molly S.
666,Alexandria,2016-03-09,i5VD0AJcCcSbOp7qG5AJ5g,5, VA,"I took my wife to Blue Duck Tavern for her birthday, and we were both absolutely blown away by both the quality of the food and the service.From the beginning of the meal, our server Shankar was absolutely phenomenal. He wished my wife a Happy Birthday, told us a bit about the kitchen (we had a great view from our seat), pointed out the customized ""Happy Birthday"" menu and was just outstanding through the whole service. He made excellent recommendations, was engaging and friendly, and paced the meal very well. He was easily one of the best servers I've ever had, and I highly recommend requesting him for your special occasion.Now on to the food:We decided to order the bone marrow dish as an appetizer and both thought it was outstanding. The meaty flavor and delicate texture of the marrow was the perfect topping for the crostinis, and the size was right on. It was also so much fun to eat! We also ordered the braised beef rib, roasted duck, fries, and Brussels sprouts. Again, each dish was wonderful in its own way. I'm objectively not a great food writer, and I realize that a lot of my effusive praise may be lost on the 'food writer,' but I can't emphasize enough: Blue Duck Tavern is not only one of the best meals and food experiences I've had in DC, but also *ever*.We both really enjoyed our evening, and I'm so glad BDT, and especially Shankar, made my wife and I feel so special.",Adam T.
667,Kips Bay,2015-01-17,ZsrWK-kAJ0VRurBjWjCQJg,4, Manhatta,"Came here on a last minute trip to DC. The bf and I didn't have reservations but a friend highly recommended this restaurant so we decided to check it out anyways. Suggestion for people who don't have reservations...they have a lounge area that serves pretty much the same menu and its first come first serve!We arrived at the restaurant around 6pm and was able to find a seat easily in the lounge on a Friday night. The service was excellent and the food was delicious. We started off with the crab cake and bone marrow. My bf said the crab cakes weren't better than the ones we've had in Baltimore but it was still tasty. The bone marrow on the other hand was so good. The order came with 3 pieces of bone marrow and each piece had more than enough marrow for us to generously spread over our toast. The order also comes with a huge clove of baked/grilled garlic. The garlic is cooked so soft that you can spread it on the toast with the bone marrow for an extra kick of flavor. Compared to all the other orders we've had of bone marrow, BDT's is definitely the one to beat. I highly suggest trying their bone marrow!For our entree we shared the suckling pig, their BDT fries, and a side of their cauliflower gratin. The suckling pig was very tasty and the meat was nice and tender. I didn't care too much for their fries but I overheard the customer next to us talking about it and it's supposedly a healthy take on fries. The cauliflower was baked with cheese which you can never go wrong with. And for dessert we got the apple pie (for 2). We barely finished our dinner but forced ourselves to order the apple pie since that was what everyone recommended. The apple pie is definitely worth trying. The order says its do 2 but I think it can easily feed 3 or 4 after a filling menu.Overall this restaurant was delicious. It was a bit pricey but I would recommend everyone to try it! I would definitely come back to BDT if I was in town again.",Julie Y.
668,Arlington,2014-09-19,iDmqMhDF9OG0WialvFR70Q,3, VA,"I was really excited to try Blue Duck after hearing rave reviews and doing some uber thorough Yelp research. Unfortunately, it just fell short. The restaurant is modern and pretty, with an upscale vibe and dim lighting. Great for a special date night. However, when we showed up (btw it's really difficult to tell where to enter the restaurant... we ended up awkwardly walking through the open kitchen.. oops), the hostess had some trouble finding our reservation. When we were finally seated, the waiter took so long to come take our drink/appetizer order that we actually debated getting up and leaving! I'm not sure if he was just overloaded with tables or what, but it was a very noticeable delay. The bread and butter were both cold and stale-tasting --not a huge deal, but this was something i took note of because I usually think that great bread/butter starter is the first impression patrons get of a place, and the first sign of a truly great restaurant.  We ordered the scallop carpaccio for an appetizer... It was good, but a little fishy for my taste (probably because of the roe on top). Comes with 4 pieces, so pretty small. For our entrees we got the beef ribs and the wagyu beef, with a side of the potato puree. The beef ribs were delicious!!! Great sauce, great flavor, and very tender. The wagyu beef, however, just wasn't very good. It was tender, but not exceptionally so (not $36 so), and the sauce that came with it was too sweet and tangy, which was odd. The potato side was good, nothing extremely special... but buttery and garlicky and smooth. Definitely enjoyable. For dessert, we got the profiterole. I must admit I was full by the time we selected dessert, but nothing on the dessert menu stood out to me (which is not normal, considering I am a self-professed dessert fanatic). The profiterole was just okay. Overall, dinner at Blue Duck was a nice experience. The slow service picked up as the meal went on, which was good. The food was good but not 5 star good, and certainly overpriced for the taste and portion size. I'll probably give the restaurant another try sometime in the future to see if maybe I just ordered wrong or went on an off night.",Amber G.
669,Stanford,2014-07-22,EoDXRKVoCVd1v2zg7naj2A,5, CA,"I debated over whether to give this place four or five stars. I know some of my fellow diners would without a doubt give five given that two of them claimed this was, in their opinion, the best restaurant in DC. For their sake, and because I did enjoy my meal, I decided five stars it is!Located in the Hyatt, BDT has an interesting setup with an open kitchen layout where you can see the chefs busy preparing misc dishes and rushing back and forth. Getting reservations here was near impossible and we were fortunate to somehow get off the wait list to be seated at a community table on a Saturday evening. However, as the other half of the table never filled not was the table behind us full, I question their RSVP strategies.Nevertheless, I will say I like the layout of the seating. Our area was rather secluded between a mirrored shelf of wine glasses and racks of neatly arranged wines (probably way out of our price range). Our server was also enthusiastic about introducing the menu - we needed up pretty much ordering everything he recommended.To start off, bread and butter. I wish the butter had been softened as ours was rock hard and very difficult to spread. I was thankful for the bread though as we later needed it for our appetizers, the foie gras and bone marrow. Coming from a person who doesn't really enjoy super fatty texture, the bone marrow was not my favorite dish but I completely understand how others would appreciate the way it melts in your mouth and the nice crunch of the salty parmesan roasted on top. I also appreciated the roasted garlic served with the bone marrow, though I'd recommend spreading it sparingly as the flavor can overpower the bone marrow. The foie gras too was a very decadent dish, and I'm happy it came with a strawberry jam which offered a bit of sweetness to cut the richness of the foie gras. I do wish there had been slightly larger pieces of toasted brioche - how do you eat all that foie gras on three little triangles of bread? Again, this is where the complimentary bread came in handy.Onto the main courses. I do have to note that BDT took a ridiculously long time to serve between taking away our appetizers and bringing out the entrees. We waited at least half an hour, maybe more, before the food was delivered. That being said, some of the dishes were great. My favorite by far, and luckily the one I chose to order, was the duck breast. The meat itself was so tender and yet the skin was crispy and perfect. I really enjoyed the tomato purée garnish and rhubarb butter as well - definitely spooned a lot of that onto my duck. The leg confit was also amazing. Super rich and crispy, though significantly saltier than the breast portion.My friend's 12 hour pork was also fantastic. I personally am not the biggest fan of pork and even I enjoyed the crispy exterior topped with some type of seed. The meat was also very tender enough to be pulled apart by a fork. Definitely a well done dish. Less exciting was the tuna - I really wasn't a fan of the eggplant purée. In terms of side dishes, the fried green tomatoes were the best of the three we tried. The tomatoes themselves were decent though I like founding farmers' version better. What made this one amazing was the cheese and jam dipping sauces - what a great combination! All in all, we spent about $70 a person because of drinks, appetizers, and side dishes. The price tag will probably keep me from going back for a while, but if you have the money and a discerning palate, Blue Duck Tavern is worth a visit!",Helen Z.
670,New Hyde Park,2016-11-26,S9WRmmtbDp3IqSo_z01eMQ,5, NY,"One of my favorite places for brunch. You really can't go wrong, but here's a fool proof recipe Start with the sticky buns and bone marrow Have the braised rib with eggCoffeeAnd go enjoy the rest of your....bed . Have beautiful sweet dreams of the deliciousness you've just consumed.",John R.
671,Cherry Hill,2016-07-06,hmmpzZKyN5KmjZjnrCB7bA,3, NJ,"We arrived here after checking into the Westin across the street. We were seated in the open sitting area because we had no reservation. There we found a nice table with surprisingly comfortable stools. I had the soft shell crab for appetizer and Doug had the Farm lettuce salad. My crab was very good and his salad was exactly what it said--just lettuce. I thought that the $12 price tag was too much for lettuce and a dressing that he thought was too salty. I ordered the Pharaoh Roasted Quail--which was ok, the faro salad that it came with was pretty good also, it didn't wow me but it was satisfactory. Doug had the wood fire steak and he thought it was solid. We shared corn bread and the collard greens. The collard greens had a  fantastic flavor but the cornbread was underwhelming. I washed my food down with a Pink Lady and that was fantastic, Doug had an old fashion, but he's not much of a drinker so he ordered a soda. I tasted his drink and it was pretty good. Desert was the star of the meal by far. Days later and I'm still drinking about it. I had the Chocolate Guinness Brownie and it was delicious. The Guinness ice cream was to die for and I don't even like beer. Its flavor balanced very well with the chocolate. The whipped ganache was so creamy and rich. If I didn't live in NJ I'd go back often just for that.I wouldn't go back for the service, however. No, we didn't get bad service per se but our server (a woman with long blond hair) seemed very indifferent. She would disappear for very long periods we waited for a very long time before she came to take our drink order. And then waited for her to take our food order (when she did she approached the table and said, ""Are you ordering dinner.""--it was abrupt. I just expect more from an upscale establishment.",Lavada L.
672,Austin,2012-08-07,e2LXPGQmIKnDoo9jRSLz8Q,4, TX,We ordered the BDT fries as an appetizer. The aioli that it came with was divine and went perfectly with the fries. We also ordered the bone marrow. They give you SO MUCH. It was actually TOO much. Loved the truffle crust and roasted garlic.For entrees we ordered the delicious crab cake and braised beef rib. Both were excellent and cooked to perfection. Dessert was the best part in my opinion. We ordered the apple pie with honey vanilla ice cream. The waiter comped our apple pie because it took so long for them to bring it out. Great place for a nice dinner.,Jennifer C.
673,Alexandria,2015-11-12,Y3eYy40spmfvvWBnAbyI0w,2, VA,HAs not been the same since Chef Brian Mcbride left.Came with friends for drinks and dinner. Was let down for second time. wont be back.,B. M.
674,Washington,2015-10-01,8hIsFaiD0zIFPKkYsEFWyQ,4, DC,"This place used to be the bomb, and I would've given it 5 stars if it were a few years back. Most recent trip was a few months ago, and not really sure if it's worth it anymore.Sure, the roasted bone marrow is still on point, but they got rid of the rabbit! Also, food got a little saltier... There are better places in DC now.",Jay Y.
675,Memphis,2015-08-02,w0Q3YFV3yy_eDR7lDfD4NQ,5, TN,"Fantastic place .... had the whole duck that was brined and aged and then slowly cook and all sorts of others things. So good that we had to start eating with ours hands. Service was fantastic and very helpful finding us a wine that met our needs and helping with my wife's gluten restrictions. The chef stopped by the table and discussed how the duck was prepared. We also had the bone marrow, prime steak, and awesome grits Everything done to perfection.",David M.
676,Silver Spring,2015-10-25,ttEPMx4IXU4f3KGmUa1mVQ,5, MD,"Maintaining a 4 star yelp rating with over 1,000 reviews is no mean feat, especially for a fancy, expensive restaurant like Blue Duck Tavern. BDT deserves every star!Husband and I came here for brunch with a gift certificate from a friend. I can't usually afford this level of deliciousness, but if I could, oh, I would be at Blue Duck Tavern every weekend. The service was impeccable (which means not just flawless, but friendly and genuinely interested in our happiness), the decor was beautiful and comfortable, and the food and drinks were both surprisingly creative and surprisingly delicious. I recommend the mimosas, made with champagne, a scoop of sorbet, and a rock-candy stirring stick. Husband would recommend BDT's version of an eggs benedict, with house-made pastrami and pickled brussel sprouts - all of which sounds like it would be a bit weird, but it was perfect. If you are looking for a wonderful dining experience, you should go here.",Tara S.
677,Hoboken,2014-11-20,C7-I_9oSHfk1L0epmoT4wA,4, NJ,"Difficult to book a reservation but they have a number of walk-in bar seats. On a Monday evening, we were able to snag seats for 2 with no problem.  Don't visit this place without ordering the bone marrow, it's THAT good. I'm not a big bone marrow fan but the bacon butter and pistachio crust combined to create a very delicious dish.  We also had the duck prosciutto, roasted suckling pig and french fries. Everything was served beautifully, but nothing was as mind blowing as the bone marrow.  The only thing I didn't like were the fries as they were thick and dense. The pastry chef served a sampling of complimentary chocolates - a great way to end the meal!",Melissa W.
678,Washington,2015-08-04,PHFoCQYIj_fZoN9BQZomnw,5, DC,Food quality was amazing! Ordered the blueberry pancakes. A little too many blueberries. The rolls where incredible. Their freshly squeezed orange juice is unlimited refills. The service was excellent.,Paola O.
679,Arlington,2015-10-04,Ae3WaIckFmm5Xr83YUuixA,5, VA,"Was taken to the Blue Duck Tavern by my wife for my birthday; we were chatting with the waiter after he found out we were local residents and he (facetiously) asked us why it had taken us so long to stop in. I told him I didn't have an excuse, but I was sorry it had taken that long, and I kinda meant it. Dinner was great. We tried some of the things that always show up on yelp like the apple pie (worth the hype) and the braised beef rib (*really* worth the hype) but honestly, everything they brought us was worth eating and paying for. The chef surprised me by being so multi-talented - not just with ingredients, but with philosophies. We were served two salads - one was an old favorite done better than I've had before, and the other one was both really innovative (think carrots roasted in coffee) and really minimalist (half a dozen fresh ingredients you could taste and enjoy). I'm a bit down on the menu structure - I like how you can have a complete meal of whatever you like instead of having the chef pair, for example, a meat and a vegetable; but a consequence is that it's hard on small groups. A complete meal ends up being a lot of food and a bit more on the bill than you may prefer; I wasn't sorry we got anything, but I was worried they'd need a forklift to get me back out on the sidewalk. Setting was nice without being frilly or frumpy. They have a nice, clean, subdivided dining room; the place built to a pretty good roar during prime hours, but nobody was seated so close that you could listen to their conversation which was nice. We had a pleasant, personable waiter who introduced himself as CW and who was encouraging, attentive to just the right extent, and seemed like he had a personal stake in us having a great meal - just a very pleasant human being. Overall, I'm an instant fan; I am definitely planning to go back, especially in summer where their patio is open and my favorite vegetables are in season. Unsolicited footnote: My personal opinion is that the place is more accurately described as being in Foggy Bottom or the West End (it's on the east side of Rock Creek) than in Georgetown. It's about two blocks north of Washington Circle.",Nathan D.
680,Jersey City,2016-03-14,uWV-YkbhFCpe_x5Xw1Q8tg,5, NJ,"There's nothing better than eating an amazing meal with a magnificent view of the kitchen with loved ones except for when you add in 5 star service and the perfect champagne.  I just wanted to thank you for helping to make my mother's birthday the best birthday that she's had thus far! As soon as my mom saw my brother at the table, she began to cry. Having him surprise her by flying in was the best birthday gift EVER. Once she dried her tears and hugged us both, we were ready for our culinary journey.  From the champagne toast to start, the menu that said Happy Birthday (that she got to keep) to the customized cake at the end and every moment in between (especially visits from Chef Frank), my mom couldn't have felt more special. The view of the kitchen from the table was great, the staff was so warm and kind and of course the food was absolutely delicious. We dined family style and ordered almost everything. We started with Scallops that melted in your mouth and Crab Cakes that were scrumptious. Then we shared braised beef rib, roasted Rohan Duck Breast, and Lamb Shank accompanied by White Corn Polenta, Crispy Brussel Sprouts and Roasted Wild Mushrooms.... Each bite was better than the last. Now, you might think that we were ready for dessert, BUT we decided to try the wood oven-roasted bone marrow (which was delightful) before ending with an incredible birthday cake made by the very talented pastry chef who we watched for a little while as we exited. (My mom said she'll be back for apple pie because it looked and smelled divine!)I can't thank you enough for making our night special in every way!!! I wish that I could give them 6 stars!",DC G.
681,Arlington,2016-12-06,MF1YvN08lHFXP9l3198DUA,5, VA,Delicious food and great service. The cauliflower salad was one of the best salads I have ever tasted.,Danny D.
682,Brandywine,2016-01-11,-GwkLS-0dBYnOE9p2FWzlw,4, MD,"Great place to dine.  Very nice decor and service was exceptional.  The bone marrow is really good appetizer if you are a fan.  The double cheese burger is very good and HUGE!  Lastly, you must get the duck fries!",Bill T.
683,Fort Worth,2014-11-23,fX-9irEwpl8HL8GkdLxxVw,4, TX,"There's no 4.5 so I'm force to go with 4 stars.  My goodness the sticky buns is RIDICULOUSLY GOOD!  Like, smack your mama kinda good.  This is absolutely the only way to start your meal.The crab cake is more than legit.  Meaty and flavorful.  Not breaded to death.  Shrimp and grits I asked to substitute with the Gouda grits.  These were ok.  I've had better shrimp n grits.I also ordered a side of bacon and would love to meet the pigs to thank them for producing such greatness.The smells that come to your nose when the food hits the table is intoxicating!   In the words of Arnold, ""I'll be back!""",Jojuane P.
684,Studio City,2017-05-01,eG7dLYtdui7lEQZG7hK8Zg,5, CA,"I had the pleasure of taking a group of 19 people from LA to Blue Duck Tavern last week where we ordered the Chef's Table menu which was served family style and gave us a chance to taste several first courses, main courses, and desserts. It was so delicious that I wish I had kept the best for the last night of the 5 day trip to Washington DC.  Although the food was delicious, the night would ever have been so successful if it had not been for the professional service from Adrienne, David G and Thomas.  They were very attentive and took good care of us.",Lisa F.
685,West Palm Beach,2016-04-10,VhqsH5JpQoeofMuoV2oFnQ,5, FL,The food was excellent. The service was great.  The bone marrow was wonderful.  Great atmosphere I would recommend it to anyone. We went for Sunday brunch and had some excellent champagne withOur food.,Fred L.
686,Roswell,2015-05-27,vEFluGqs1hpqlsW_2z5GQQ,5, GA,"My wife and I had a wonderful dining experience at the Blue Duck Tavern. I found this restaurant after doing some research on Yelp and around other sites. We were celebrating our 2 year anniversary so proper preparation was a must. There is not much that can be said that has not already been described but I will say I agree with most of the positive reviews I have read. BDT is located a few blocks from Georgetown and encompasses a corner half within the Hyatt hotel. The expansive dining room kitchen and bar are all open and displayed as you walk in the large double front doors. The spot is beautiful and unique that keeps your attention during your stay.  The hostess was friendly and accommodating. She even remembered it was our anniversary on the way out (sometimes it is the little things in hospitality that go the longest way).  At dinner our meal was started off with complimentary champagne..yes please! This was a nice gesture from the staff and we appreciated it greatly. The menu is ever changing and vast. Lots of choices with accompanying descriptions and locations of origin will await you. Everything we tasted was incredible but I will say the head cheese stood out. It was smoky, savory and BBQ esque that was really satisfying. Our waitress for the evening was helpful without being pushy and made our night special. We actually enjoyed sitting near the kitchen and watching all the dishes being prepared. So many good things to say about Blue Duck Tavern!",Ben T.
687,Rockville,2016-01-04,vwOQ6meP4o85HE-SqfeJMQ,5, MD,"The food was delicious and staff was very attentive. We enjoyed the bone marrow, Brussel sprouts, lamb, and the amazing fries. The waiter Shankar was a great host. Highly recommend!",Eva G.
688,Cedar Falls,2016-01-28,GLp0-pCa_IaVdw1W_XF_CQ,5, IA,Blue Duck Tavern in Wash DC.  I had the Foie Gras s'mores and Fire roasted brussels with granny smith apples and saurkraut. ***** stars,Brent W.
689,Washington,2015-11-15,Wm5iFQSw3IHSBgFQgaTu0w,4, DC,"I've heard about Blue Duck Tavern, but it's taken years for me to make it out there. I went with my boyfriend for his birthday dinner on Friday night. I almost couldn't get reservations when I made them 3 weeks ago. BDT is one of those hot dinner spots on a weekend evening in DC.The restaurant is located at the Hilton in West End, and it's quite lovely at night.We were seated by the window, but I wish I had been seated by the kitchen. Their open kitchen is lit compared to the dark dining area. We were seated a little after 8PM, which was our reservation time. I wish the server had warned us about how much food we were ordering because we over ordered by a lot. We had two appetizers: the Wood Oven-Roasted Bone Marrow and the Roseda Beef Tartare. I would fully recommend the Bone Marrow if you like the fatty, garlicky, salty delicious combination. The Beef Tartare was not impressive. The entrees were the Cider Braised Lamb Shank and the Roasted Rohan Duck Breast. At this point, I was already pretty full. It was getting difficult to completely enjoy the rest of the meal. The Duck Breast was tender, and the sauce was a perfect match with the meat. The Lamb Shank came with a pea salad, but I didn't think the dish was memorable. With the entrees were the three sides: the Hand-Cut BDT Triple Fries, the Sour Apple Brussels Sprouts, the Roasted Wild Mushrooms. Out of these three sides, the mushrooms were amazing. I will come back and eat these again. It comes mixed with Olive oil croutons. The Fries and Brussel Sprouts were nothing special. For dessert, we had the Apple Pie, which came with ice cream. It has this crust that completely makes the dessert. The server was really kind and gave us some Moscato for my boyfriend's birthday. The service was pretty good. I will definitely be back in the near future.",Margaret W.
690,Washington,2014-02-09,LKXUaD68SR0jCu3BSYA3-g,5, DC,"I was fortunate enough to be invited to breakfast by Elite Yelper Melinda ""Vanilla"" C. and I gladly accepted! We parked on street (though we later learned we could have had a validation if we'd used the valet) and were promptly seated by a window in the salon. I love having a meal in the comfy-shmumfy chairs (here's looking at you Corbo E.). It makes it more like eating at an old friend's house rather than as a part of the food and beverage program at a major multi-national hotel. Fortunately, the servers found the happy medium between those two nuances. Everything was perfect. Prompt. Professional. Precise. From our 'order taker' to our 'food mover' we were well looked after at most times. We started with the pot of coffee. It was amazing. Super hot. Rich. Flavorful. Dark. Cream was delivered with it and the table was set with a myriad of sweetners (lucky me). Filtered water is the norm here and never ever runs dry. I ordered the hot Pecan Rolls, Chesapeake Bay Scramble, Creamy Gouda Grits, and a Pomegranate Juice. Everything was delicious. The pecan rolls came out first. Ooooh. These were nothing like ""Cinnabon"". And you can forget about those plastic shrink wrapped ""Mrs. Freshley's™ Pecan Twirls"" available in grocery stores near you.  These were hot and fresh from the oven; dripping with caramel glaze, pecans perched perfectly on top. There were two in the order. For the sake of the rest of the food I ordered, I only ate one at this sitting. To be perfectly frank, after a piping hot pecan roll, a couple of cups of coffee, and a taste of Cottage Cheese with Fruit Compote on top, um, I was kind of reaching the point of satiety. But when my crab & eggs arrived, I pressed on. Oooh the jumbo lump crab meat. The egg whites. The spinach. The avocado. The chives. Mmmm. I just had to dive in while it was hot and fresh. Get a forkful of that and a forkful of grits and you're in heaven. Wash it all down with a few sips of Pomegranate juice? Trust me, you're really in heaven. I will definitely return to Blue Duck Tavern for other meals. I'm a fan![Original visit Saturday, February 1, 2014.]",Kelly G.
691,Arlington,2016-07-15,KGe81YnrhPriJujOZ2VN-g,2, VA,"We ordered the bone marrow, biscuits and gravy, crab cakes, and the BDT brunch burger. Wasnt all that impressed by the food, the bone marrow was a tad too tarte for me, i think they squeezed too much lemon on them before serving the plate to us, but it was perfectly cooked. the biscuits and gravy was the best i've ever tried in this area. I found a crab shell in my crab cake so i was pretty much over this place when that happened. probably will not come back to this place unless i HAVE to.",Jenna C.
692,Jacksonville,2015-05-27,EMNYvopy-8Y44XBfGmjiRw,5, FL,"The food and service was absolutely phenomenal. This is one of my wife and I's favorite restaurants in DC. Although it's expensive, it is well worth it. I ordered a Rabbit Pasta which was probably the best Pasta I have ever eaten. My wife's dish was also very good!",Kasey G.
693,Alexandria,2014-02-17,9_yJEmBbX75w3pI89FPKaA,2, VA,"I am sad because my experience did not compare to most of the other Yelpers.Here we go... I came to Blue Duck Tavern (BDT) for my birthday. I knew this place was pricey so we were all prepared to spend a pretty penny.We sat down and our server tells us about the soup of the day. Mushroom soup... with bacon. Yes! We put in our orders and then he comes back and tells us that they are out of soup but they have celery soup... Umm, no thanks. I wish he would have known that the mushroom soup was out before telling us about it. That was the first disappointment.The second disappointment was with our server. He was bland with no personality. I told him that it was my birthday and he responded 'oh, really'. I know it is not their jobs to be excited and interested but I am a personable person and I like to engage with my server. He was not engaging and could care less that it was my birthday.Wine... I ordered wine and he poured. I asked if he could pour a little bit more and he did. I was excited because I thought he hooked me up because it was my birthday. No, I was charged for an additional  1/2 glass of wine. I don't mind being charged but the way it went down, we all thought he was giving me a bit extra because it was my Bday.I ordered the duck with barley risotto. I hated the barley risotto. The texture was disturbing. When I hear risotto, I think of cream, smooth texture and moist grains. The barley risotto tasted like couscous. No Bueno. The duck was COLD, lacked flavor and it was not moist. Every meat dish we had lacked flavor or could have had more flavor. I ordered cauliflower and they never brought it to the table. My friend ordered brussel sprouts and they never brought it to the table either. She had to ask if they planned to bring it out.For the price, I want more creativity from the kitchen and exotic ingredients. I wanted more rich and bold flavors. Sadly, I believe this place is mostly hype or I came here on a really bad night.I could go on and on but to sum up my experience.... I was not impressed.",Shellie D.
694,Rockville,2015-07-11,o8DbgPUevhgYjExvJqIJSg,3, MD,"I was a little disappointed in our meal from Blue Duck Tavern. It was fine, but nothing amazing like the reviews led me to believe. My spouse really enjoyed the bone marrow, and it was for sure something different to see on the menu, and the pea salad was actually quite good, but everything else was pretty meh. The crab cakes were standard, nothing special. The apple tart was also overly bitter. Could have used better apples. The one last thing that likely detracted from the meal was the placing of our table. The layout of the restaurant is quite odd, and we ended up at a table that felt like it was in a hallway. A little odd. I would go again if someone really wanted to, but otherwise I'm not sure.",Trish J.
695,Pompano Beach,2016-11-10,aRIHfrN9LEf2bA8nJfd0iQ,3, FL,Food was just ok. It either had too much garlic or too much salt. I was disappointed bc the menu was so amazing.,Marie B.
696,Fort Washington,2016-03-31,zYcY_mCXbPuUEHtp2lXp9A,5, MD,"We came here for our anniversary. Very nice place. We ate outside as it was a nice day. There is a small pool for the ducks to play in. We had reservations for a Friday afternoon. The place was busy, but not overcrowded.We started off with the bone marrow which was quite good. We had a ginger beer drink in a copper up which was delightful. Crab cakes were excellent, salads were fresh and tasty. We normally don't order dessert, but we shared the house special which wound up being on the house.Our server was perfect. When we return I would ask for him again. He gave us some wonderful sugar cookies to take home. I hope he got our tip, as we paid with a CC, but tipped with cash.Overall, a very nice place with a unique & tasty menu.",Charlemagne F.
697,San Francisco,2015-10-25,woE8tdzFZusizK54f9ByEA,5, CA,"The best restaurant I have been to in DC hands down. The wait staff is patient, helpful and warm without being too much a part of your dinner. The ambience is uplifting. Entering through the beautiful double doors makes you feel like you are going somewhere special. My husband's Manhattan was on point. I did not enjoy the two wines I tried, but I was ordering from the bottom of the price list. The dessert was heavenly, we didn't try the apple pie like most other people. We had the chocolate pudding. I look forward to returning.",Natasha B.
698,Bethesda,2016-11-28,LMSbcwkcnRlUQRvluW0KhQ,5, MD,"One of two or three top restaurants IMO. Service is perfect and food, well, food is so delicious I must make plans to go soon because it's too good not to. Special occasion or after a movie, always so good.",Joyce R.
699,Washington,2014-09-28,13oYaashwCr6NByaO6s3-g,5, DC,It's been 3 years since my first time here and I'm glad that even after all that time the food remains consistently delicious. This place is definitely worth the price tag. Mouthwatering items that you must try include:  * Bone marrow - their version remains the best tasting one I've ever had! Perfect to spread over the bread  * Suckling pig - just melts in your mouth and the seasoning was not too salty  * Braised Beef - super tender with just enough of the delicious sauce  * Apple Pie - ever since I had this one I started comparing other apple pies from other places to it and nothing has come close. Def the best I've ever had.Drinks here range from normal DC prices to a few thousand dollars for wine...,Jam C.
700,Bethesda,2017-04-23,ILWms0m3_S4gCtW_1JL6Hw,3, MD,"Had a really nice experience here, the decor inside is beautiful. The only reason I had to give it three stars is because the I could never find my waitress and she also forgot one of the plates from our order.",Josephine H.
701,Columbia,2017-05-06,RkweSevCMWx351yljk9XrA,5, MD,"The food is AMAZING (especially the duck - go figure) and the Desserts are even better - the Lemon Tart with pickled blueberries and lavender cream was beyond perfect. The carrot cake and the chocolate ganache were wonderful too, but I left a Thai restaurant to come back for the lemon tart the next night.",Karen S.
